2841
18
1173607200
1237027900
0 1 1 74 189 11  (D 0,1,1) (S 20,5,5) (S 142,11,5) (S 44,5,6) (S 141,6,5) (S 134,5,1) (S 37,1,5) (S 45,5,11) (S 61,12,20) (S 24,20,20) (D 0,1,1)
0 1 2 70 180 11  (D 0,1,1) (S 87,26,29) (S 96,29,33) (S 194,39,29) (S 170,29,18) (S 143,18,5) (S 46,5,18) (S 73,18,29) (S 184,29,26) (S 88,26,30) (D 0,1,1)
0 1 3 73 180 11  (D 0,1,1) (S 189,35,27) (S 93,27,36) (S 212,43,38) (S 115,38,43) (S 211,43,37) (S 198,37,32) (S 102,32,38) (S 116,38,45) (S 221,45,43) (D 0,1,1)
0 1 4 72 176 12  (D 0,1,1) (S 117,40,41) (S 207,41,35) (S 111,36,37) (S 113,37,38) (S 192,38,28) (S 183,28,25) (S 29,28,28) (S 95,28,38) (S 199,38,32) (S 191,32,28) (D 0,1,1)
0 1 5 74 167 13  (D 0,1,1) (S 130,47,48) (S 131,48,49) (S 223,49,44) (S 126,44,49) (S 218,49,41) (S 120,41,48) (S 9,44,44) (S 127,44,50) (S 33,38,38) (S 124,43,45) (S 30,42,42) (D 0,1,1)
0 1 6 74 164 12  (D 0,1,1) (S 18,14,14) (S 66,15,16) (S 68,16,17) (S 70,17,25) (S 181,25,24) (S 15,24,24) (S 85,24,32) (S 196,32,31) (S 100,31,37) (S 34,37,37) (D 0,1,1)
0 1 7 71 161 11  (D 0,1,1) (S 31,32,32) (S 182,32,24) (S 166,24,16) (S 153,16,9) (S 56,9,16) (S 69,16,24) (S 84,24,25) (S 86,25,28) (S 94,28,32) (D 0,1,1)
0 1 8 69 159 10  (D 0,1,1) (S 91,27,31) (S 180,31,23) (S 83,23,31) (S 178,31,22) (S 175,22,21) (S 173,21,20) (S 158,20,12) (S 60,12,13) (D 0,1,1)
0 1 9 75 157 13  (D 0,1,1) (S 107,34,35) (S 109,35,36) (S 112,36,42) (S 209,42,36) (S 190,36,27) (S 160,21,13) (S 146,13,6) (S 48,6,12) (S 155,12,11) (S 59,11,19) (S 75,19,26) (D 0,1,1)
0 1 10 75 151 12  (D 0,1,1) (S 58,11,12) (S 65,14,22) (S 162,22,14) (S 164,23,15) (S 152,15,9) (S 7,9,9) (S 55,9,15) (S 161,15,14) (S 64,14,15) (S 4,11,11) (D 0,1,1)
0 1 11 75 142 11  (D 0,1,1) (S 3,26,26) (S 156,19,11) (S 14,6,6) (S 49,6,13) (S 150,14,8) (S 53,8,14) (S 159,14,13) (S 63,13,21) (S 16,12,12) (D 0,1,1)
0 1 12 56 138 8  (D 0,1,1) (S 10,49,49) (S 132,49,50) (S 229,50,49) (S 228,49,48) (S 227,48,47) (S 215,47,40) (D 0,1,1)
0 1 13 74 184 12  (D 0,1,1) (S 62,13,14) (S 82,23,24) (S 179,24,23) (S 177,23,22) (S 80,22,23) (S 26,23,23) (S 27,22,22) (S 28,31,31) (S 12,3,3) (S 148,13,7) (D 0,1,1)
0 1 14 59 135 10  (D 0,1,1) (S 203,46,33) (S 193,33,29) (S 97,29,39) (S 201,39,33) (S 106,33,46) (S 226,47,46) (S 129,46,47) (S 1,46,46) (D 0,1,1)
0 1 15 65 129 13  (D 0,1,1) (S 5,33,33) (S 103,33,34) (S 200,34,33) (S 105,33,40) (S 205,40,34) (S 89,26,34) (S 204,35,34) (S 195,34,30) (S 98,30,34) (S 108,34,40) (S 118,40,47) (D 0,1,1)
0 1 16 75 151 11  (D 0,1,1) (S 19,30,30) (S 174,30,20) (S 171,20,19) (S 168,19,18) (S 22,18,18) (S 72,18,26) (S 169,26,18) (S 71,18,19) (S 21,16,16) (D 0,1,1)
0 1 17 74 171 12  (D 0,1,1) (S 32,35,35) (S 23,36,36) (S 197,37,31) (S 99,31,32) (S 101,32,37) (S 208,37,36) (S 114,37,43) (S 25,43,43) (S 122,42,43) (S 47,6,7) (D 0,1,1)
0 1 18 53 107 10  (D 0,1,1) (S 17,48,48) (S 217,48,41) (S 119,41,42) (S 216,42,41) (S 214,41,40) (S 202,40,33) (S 104,33,39) (S 11,39,39) (D 0,1,1)
