12051
17
5910843700
6447626200
0 1 1 114 980 7  (D 0,1,1) (S 87,34,35) (S 95,38,41) (S 27,41,41) (S 30,38,38) (S 219,124,126) (D 0,1,1)
0 1 2 110 948 8  (D 0,1,1) (S 129,56,65) (S 128,64,65) (S 12,63,63) (S 46,126,126) (S 176,96,99) (S 180,94,101) (D 0,1,1)
0 1 3 101 942 6  (D 0,1,1) (S 19,12,12) (S 2,13,13) (S 209,91,118) (S 171,93,94) (D 0,1,1)
0 1 4 110 930 8  (D 0,1,1) (S 101,44,45) (S 121,45,60) (S 122,60,61) (S 120,59,60) (S 25,45,45) (S 210,118,121) (D 0,1,1)
0 1 5 61 818 6  (D 0,1,1) (S 110,50,51) (S 20,50,50) (S 132,67,68) (S 61,15,16) (D 0,1,1)
0 1 6 123 816 8  (D 0,1,1) (S 117,56,57) (S 240,58,70) (S 118,57,58) (S 43,59,59) (S 7,118,118) (S 133,67,69) (D 0,1,1)
0 1 7 103 751 6  (D 0,1,1) (S 195,107,112) (S 199,114,115) (S 203,115,117) (S 13,115,115) (D 0,1,1)
0 1 8 126 724 9  (D 0,1,1) (S 3,53,53) (S 39,51,51) (S 111,51,52) (S 112,52,53) (S 113,53,140) (S 109,48,50) (S 77,25,27) (D 0,1,1)
0 1 9 103 703 7  (D 0,1,1) (S 21,60,60) (S 16,44,44) (S 141,44,73) (S 140,73,74) (S 93,39,40) (D 0,1,1)
0 1 10 113 674 7  (D 0,1,1) (S 125,57,62) (S 130,62,66) (S 181,66,101) (S 23,101,101) (S 104,46,47) (D 0,1,1)
0 1 11 110 672 7  (D 0,1,1) (S 52,6,7) (S 38,6,6) (S 31,5,5) (S 51,5,6) (S 53,6,8) (D 0,1,1)
0 1 12 104 592 8  (D 0,1,1) (S 137,71,72) (S 144,74,76) (S 145,76,77) (S 44,79,79) (S 151,80,81) (S 14,81,81) (D 0,1,1)
0 1 13 29 589 5  (D 0,1,1) (S 115,54,55) (S 116,55,56) (S 214,122,123) (D 0,1,1)
0 1 14 69 569 7  (D 0,1,1) (S 238,54,140) (S 108,48,49) (S 114,49,140) (S 124,49,61) (S 88,35,36) (D 0,1,1)
0 1 15 32 560 4  (D 0,1,1) (S 4,84,84) (S 158,85,86) (D 0,1,1)
0 1 16 67 480 6  (D 0,1,1) (S 169,64,93) (S 179,94,100) (S 173,95,96) (S 18,94,94) (D 0,1,1)
0 1 17 36 303 4  (D 0,1,1) (S 182,101,102) (S 1,54,54) (D 0,1,1)
