6940
11
4760008300
4869695600
0 1 1 62 878 5  (D 0,1,1) (S 11,41,41) (S 36,11,12) (S 91,55,56) (D 0,1,1)
0 1 2 54 751 6  (D 0,1,1) (S 193,59,58) (S 106,59,69) (S 76,44,45) (S 207,72,71) (D 0,1,1)
0 1 3 36 750 5  (D 0,1,1) (S 27,2,3) (S 78,44,46) (S 199,64,63) (D 0,1,1)
0 1 4 63 733 5  (D 0,1,1) (S 18,59,59) (S 101,63,64) (S 137,14,13) (D 0,1,1)
0 1 5 106 639 8  (D 0,1,1) (S 56,26,28) (S 57,28,29) (S 156,29,25) (S 154,28,26) (S 153,27,26) (S 152,26,23) (D 0,1,1)
0 1 6 143 620 6  (D 0,1,1) (S 98,60,61) (S 196,61,60) (S 195,60,58) (S 105,58,69) (D 0,1,1)
0 1 7 74 598 8  (D 0,1,1) (S 73,41,42) (S 169,41,35) (S 71,35,41) (S 170,41,40) (S 72,40,41) (S 67,37,38) (D 0,1,1)
0 1 8 131 553 7  (D 0,1,1) (S 176,46,44) (S 173,44,43) (S 172,43,42) (S 7,43,43) (S 171,42,41) (D 0,1,1)
0 1 9 80 526 9  (D 0,1,1) (S 84,49,51) (S 86,51,53) (S 19,52,52) (S 184,53,51) (S 216,77,15) (S 218,51,21) (S 120,21,51) (D 0,1,1)
0 1 10 37 464 5  (D 0,1,1) (S 157,31,30) (S 59,30,31) (S 82,47,49) (D 0,1,1)
0 1 11 53 428 5  (D 0,1,1) (S 51,24,25) (S 155,29,28) (S 182,51,49) (D 0,1,1)
