26611
30
6775990600
7496079100
0 1 1 119 929 5  (D 0,1,1) (S 144,68,90) (S 189,91,118) (S 190,118,121) (D 0,1,1)
0 1 2 120 901 5  (D 0,1,1) (S 335,91,66) (S 300,66,62) (S 295,62,57) (D 0,1,1)
0 1 3 119 806 6  (D 0,1,1) (S 98,57,58) (S 288,58,57) (S 287,57,56) (S 299,65,56) (D 0,1,1)
0 1 4 117 1493 8  (D 0,1,1) (S 67,34,35) (S 264,41,40) (S 74,40,41) (S 75,38,41) (S 401,135,134) (S 346,99,96) (D 0,1,1)
0 1 5 120 676 5  (D 0,1,1) (S 10,81,81) (S 324,83,81) (S 321,81,80) (D 0,1,1)
0 1 6 120 844 11  (D 0,1,1) (S 270,44,43) (S 268,43,42) (S 267,42,37) (S 79,37,43) (S 269,43,37) (S 77,37,42) (S 273,47,42) (S 78,42,43) (S 302,68,67) (D 0,1,1)
0 1 7 118 661 7  (D 0,1,1) (S 102,60,61) (S 293,61,59) (S 103,59,61) (S 294,61,49) (S 89,48,50) (D 0,1,1)
0 1 8 120 913 9  (D 0,1,1) (S 104,49,61) (S 217,55,140) (S 284,140,49) (S 292,61,60) (S 291,60,45) (S 272,45,34) (S 108,64,65) (D 0,1,1)
0 1 9 118 644 6  (D 0,1,1) (S 87,48,139) (S 277,139,48) (S 278,49,48) (S 88,48,49) (D 0,1,1)
0 1 10 118 766 9  (D 0,1,1) (S 6,46,46) (S 126,46,77) (S 315,77,76) (S 125,76,77) (S 127,77,78) (S 85,43,46) (S 306,71,69) (D 0,1,1)
0 1 11 110 604 8  (D 0,1,1) (S 32,6,7) (S 221,6,5) (S 31,5,6) (S 222,7,6) (S 33,6,8) (S 58,27,28) (D 0,1,1)
0 1 12 120 586 6  (D 0,1,1) (S 64,29,33) (S 90,50,51) (S 280,51,50) (S 279,50,48) (D 0,1,1)
0 1 13 119 1294 9  (D 0,1,1) (S 94,49,140) (S 283,140,53) (S 282,53,52) (S 281,52,51) (S 91,51,52) (S 396,131,126) (S 307,72,71) (D 0,1,1)
0 1 14 119 576 9  (D 0,1,1) (S 230,15,10) (S 47,10,19) (S 237,19,10) (S 225,10,9) (S 35,9,10) (S 40,10,15) (S 42,15,17) (D 0,1,1)
0 1 15 116 578 7  (D 0,1,1) (S 226,11,8) (S 36,8,11) (S 235,18,17) (S 46,18,19) (S 236,19,18) (D 0,1,1)
0 1 16 120 1020 8  (D 0,1,1) (S 256,139,34) (S 290,60,59) (S 100,59,60) (S 29,59,59) (S 191,120,121) (S 310,74,73) (D 0,1,1)
0 1 17 118 515 9  (D 0,1,1) (S 242,24,20) (S 238,20,12) (S 232,17,15) (S 41,15,16) (S 231,16,15) (S 14,10,10) (S 233,17,13) (D 0,1,1)
0 1 18 119 1196 7  (D 0,1,1) (S 34,8,9) (S 224,9,8) (S 223,8,6) (S 20,6,6) (S 376,119,117) (D 0,1,1)
0 1 19 117 467 8  (D 0,1,1) (S 37,11,12) (S 48,12,20) (S 240,22,20) (S 52,20,24) (S 54,24,25) (S 59,28,29) (D 0,1,1)
0 1 20 114 462 6  (D 0,1,1) (S 50,20,22) (S 9,22,22) (S 49,20,21) (S 11,21,21) (D 0,1,1)
0 1 21 119 793 7  (D 0,1,1) (S 409,27,11) (S 227,12,11) (S 65,11,33) (S 86,33,139) (S 106,62,63) (D 0,1,1)
0 1 22 119 1329 9  (D 0,1,1) (S 38,12,13) (S 39,13,14) (S 229,14,13) (S 234,16,13) (S 228,13,12) (S 43,13,17) (S 392,128,3) (D 0,1,1)
0 1 23 120 1152 7  (D 0,1,1) (S 254,33,29) (S 255,33,11) (S 21,11,11) (S 200,126,127) (S 275,46,43) (D 0,1,1)
0 1 24 120 888 7  (D 0,1,1) (S 61,30,31) (S 251,31,30) (S 252,31,26) (S 1,27,27) (S 262,39,38) (D 0,1,1)
0 1 25 117 1310 8  (D 0,1,1) (S 66,34,139) (S 276,139,33) (S 248,28,27) (S 138,85,86) (S 373,117,115) (S 130,79,81) (D 0,1,1)
0 1 26 119 1265 7  (D 0,1,1) (S 63,30,32) (S 245,26,25) (S 244,25,24) (S 206,126,131) (S 274,47,46) (D 0,1,1)
0 1 27 112 571 7  (D 0,1,1) (S 247,27,25) (S 55,25,26) (S 246,26,23) (S 60,28,30) (S 56,23,26) (D 0,1,1)
0 1 28 119 1203 9  (D 0,1,1) (S 4,14,14) (S 44,13,16) (S 27,16,16) (S 45,17,18) (S 162,101,102) (S 377,120,119) (S 410,70,58) (D 0,1,1)
0 1 29 120 1072 7  (D 0,1,1) (S 219,11,27) (S 253,32,30) (S 250,30,28) (S 26,90,90) (S 193,87,122) (D 0,1,1)
0 1 30 119 1097 7  (D 0,1,1) (S 3,25,25) (S 57,25,27) (S 249,29,28) (S 164,91,103) (S 374,117,2) (D 0,1,1)
