31125
11
715116600
780049400
0 1 1 1613 3260 8  (D 0,1,1) (S 98,37,43) (S 41,46,46) (S 109,46,53) (S 51,56,56) (S 148,27,18) (S 173,49,58) (D 0,1,1)
0 1 2 1606 2611 7  (D 0,1,1) (S 11,13,13) (S 71,13,19) (S 164,38,37) (S 32,37,37) (S 30,35,35) (D 0,1,1)
0 1 3 1610 2752 7  (D 0,1,1) (S 22,26,26) (S 95,35,37) (S 171,46,43) (S 38,43,43) (S 132,12,19) (D 0,1,1)
0 1 4 1564 2763 7  (D 0,1,1) (S 6,8,8) (S 65,8,9) (S 161,34,36) (S 97,36,45) (S 87,27,28) (D 0,1,1)
0 1 5 1592 2764 8  (D 0,1,1) (S 124,2,3) (S 125,3,2) (S 60,4,5) (S 5,6,6) (S 3,4,4) (S 70,13,14) (D 0,1,1)
0 1 6 1562 2958 7  (D 0,1,1) (S 31,36,36) (S 96,36,37) (S 119,53,55) (S 29,34,34) (S 62,5,6) (D 0,1,1)
0 1 7 1575 3008 7  (D 0,1,1) (S 59,3,4) (S 63,6,7) (S 128,7,16) (S 40,45,45) (S 48,53,53) (D 0,1,1)
0 1 8 1594 3103 8  (D 0,1,1) (S 17,19,19) (S 145,25,21) (S 20,22,22) (S 146,25,30) (S 105,44,47) (S 168,41,50) (D 0,1,1)
0 1 9 1607 2902 8  (D 0,1,1) (S 57,1,8) (S 130,10,17) (S 136,17,11) (S 68,11,18) (S 137,18,19) (S 35,40,40) (D 0,1,1)
0 1 10 1597 2708 7  (D 0,1,1) (S 15,17,17) (S 76,17,26) (S 162,35,27) (S 23,27,27) (S 82,21,22) (D 0,1,1)
0 1 11 1598 2296 7  (D 0,1,1) (S 1,2,2) (S 56,1,2) (S 131,12,3) (S 126,3,12) (S 163,36,34) (D 0,1,1)
